iteration,expanded_state,parent,action,generated_successors,frontier_before,frontier_after,explored,g,h,f
117,"(16, 12)","(17, 12)",West,"[(17, 12), (15, 12)]","[(16, 12), (17, 14), (15, 16), (15, 2)]","[(17, 14), (15, 2), (15, 16), (15, 12)]",118,3.072607796639204e-05,0,3.072607796639204e-05
118,"(17, 14)","(17, 13)",North,"[(17, 13), (16, 14)]","[(17, 14), (15, 2), (15, 16), (15, 12)]","[(16, 14), (15, 16), (15, 12), (15, 2)]",119,3.072607796639204e-05,0,3.072607796639204e-05
119,"(16, 14)","(17, 14)",West,"[(17, 14), (15, 14)]","[(16, 14), (15, 16), (15, 12), (15, 2)]","[(15, 16), (15, 2), (15, 12), (15, 14)]",120,4.598486702889204e-05,0,4.598486702889204e-05
120,"(15, 16)","(16, 16)",West,"[(16, 16), (14, 16)]","[(15, 16), (15, 2), (15, 12), (15, 14)]","[(15, 2), (15, 14), (15, 12), (14, 16)]",121,6.103503983467817e-05,0,6.103503983467817e-05
121,"(15, 2)","(16, 2)",West,"[(15, 3), (16, 2), (14, 2)]","[(15, 2), (15, 14), (15, 12), (14, 16)]","[(15, 12), (15, 14), (14, 16), (15, 3), (14, 2)]",122,6.105646025389433e-05,0,6.105646025389433e-05
122,"(15, 12)","(16, 12)",West,"[(16, 12), (14, 12)]","[(15, 12), (15, 14), (14, 16), (15, 3), (14, 2)]","[(15, 14), (15, 3), (14, 16), (14, 2), (14, 12)]",123,6.124365609139204e-05,0,6.124365609139204e-05
123,"(15, 14)","(16, 14)",West,"[(16, 14), (14, 14)]","[(15, 14), (15, 3), (14, 16), (14, 2), (14, 12)]","[(15, 3), (14, 2), (14, 16), (14, 12), (14, 14)]",124,7.650244515389204e-05,0,7.650244515389204e-05
124,"(15, 3)","(15, 2)",North,"[(15, 4), (15, 2)]","[(15, 3), (14, 2), (14, 16), (14, 12), (14, 14)]","[(14, 16), (14, 2), (14, 14), (14, 12), (15, 4)]",125,9.157403837889433e-05,0,9.157403837889433e-05
125,"(14, 16)","(15, 16)",West,"[(15, 16), (13, 16)]","[(14, 16), (14, 2), (14, 14), (14, 12), (15, 4)]","[(14, 2), (15, 4), (14, 14), (14, 12), (13, 16)]",126,0.00012207019608467817,0,0.00012207019608467817
126,"(14, 2)","(15, 2)",West,"[(15, 2), (13, 2)]","[(14, 2), (15, 4), (14, 14), (14, 12), (13, 16)]","[(15, 4), (14, 12), (14, 14), (13, 16), (13, 2)]",127,0.00012209161650389433,0,0.00012209161650389433
127,"(15, 4)","(15, 3)",North,"[(15, 3), (16, 4)]","[(15, 4), (14, 12), (14, 14), (13, 16), (13, 2)]","[(14, 12), (16, 4), (14, 14), (13, 2), (13, 16)]",128,0.00012209161650389433,0,0.00012209161650389433
